8,8,on,on,on,on,on,on,on,on,on,on,on,on,None,off,off,off,off,off,off
8,9,on,on,on,on,on,on,on,on,on,on,on,on,None,off,off,off,off,off,off
9,1,on,on,on,on,on,on,on,on,on,on,on,on,None,off,off,off,off,off,off
9,2,on,on,on,on,on,on,on,on,on,on,on,on,None,off,off,off,off,off,off
9,3,on,on,on,on,on,on,on,on,on,on,on,on,None,off,off,off,off,off,off
9,4,on,on,on,on,on,on,on,on,on,on,on,on,None,off,off,off,off,off,off
9,5,on,on,on,on,on,on,on,on,on,on,on,on,None,off,off,off,off,off,off
9,6,on,on,on,on,on,on,on,on,on,on,on,on,None,off,off,off,off,off,off
9,7,on,on,on,on,on,on,on,on,on,on,on,on,None,off,off,off,off,off,off
9,8,on,on,on,on,on,on,on,on,on,on,on,on,None,off,off,off,off,off,off
9,9,on,on,on,on,on,on,on,on,on,on,on,on,None,off,off,off,off,off,off
